Planet name,Host star name,Stars in system,Planets in system,Discovery method,Discovery year,Discovery facility,Orbital period (days),Orbit semi-major axis (AU),Planet radius (R_E),Planet radius (R_J),Planet mass (M_E),Planet temperature (K),Stellar spectral class,Stellar temperature (K),Stellar radius (R_sol),Stellar mass (M_sol),Right ascension (deg),Declination (Deg),Stellar distance (pc),Stellar magnitude,releasedate
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,763,1.9,,,826.3,,K1 III,4792,2.3,1.52,99.171276,-19.2561808,19.8101,3.95,2014-05-14
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,735.1,1.758,,,587.9855,,,4826,4.87,1.34,99.171276,-19.2561808,19.8101,3.95,2019-10-24
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,796,1.93,,,781.8618,,,4794.52,4.90843,,99.171276,-19.2561808,19.8101,3.95,2015-10-22
7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,996,2.153,,,276.5121,,,4826,4.87,1.34,99.171276,-19.2561808,19.8101,3.95,2019-10-24
7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,,2.205,,,289.9,,,,5.198,1.439,99.171276,-19.2561808,19.8101,3.95,2024-09-13
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.6884,0.484,,,2380.45,,,5545,,1.11,202.1064898,13.7763085,17.9011,4.96808,2014-05-14
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.688,0.481,,,2357.02728,,,5495,1.89,1.09,202.1064898,13.7763085,17.9011,4.96808,2018-12-06
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.6926,0.481,,,2351.942,,,5439,1.94,1.09,202.1064898,13.7763085,17.9011,4.96808,2015-04-24
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.69335,0.4765,,,2297.89938261,,,5481.86,1.921943,1.06055,202.1064898,13.7763085,17.9011,4.96808,2021-09-20
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.6884,0.48,,,2421.8646,,,5531,1.84,1.14,202.1064898,13.7763085,17.9011,4.96808,2018-09-06
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,116.689,0.456,,,2084.88,,,,,,202.1064898,13.7763085,17.9011,4.96808,2014-08-21
75 Cet b,75 Cet,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,696.62,1.912,,,787.89662095,,G3 III,4809,10.38,1.92,38.0391598,-1.0350269,82.9613,5.3532,2023-09-19
75 Cet b,75 Cet,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,691.9,2.1,,,953.49,,G3 III,4846,10.5,2.49,38.0391598,-1.0350269,82.9613,5.3532,2015-09-03
75 Cet c,75 Cet,2,2,Radial Velocity,2023,Okayama Astrophysical Observatory,2051.62,3.929,,,289.85950718,,G3 III,4809,10.38,1.92,38.0391598,-1.0350269,82.9613,5.3532,2023-09-19
8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,0.49,,,416.3573,,,4847,10.3,1.44,224.201685,74.9009379,162.552,6.83295,2018-09-06
8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,93.4,0.49,,,476.745,,K0,4847.4,9.9,1.8,224.201685,74.9009379,162.552,6.83295,2015-10-15
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,952.7,2.5,,,1684.4,,G5 III,4785,11,2.4,39.4243555,-3.3963607,101.26,5.64307,2014-05-14
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,,2.17,,,1274.4,,,,,1.6,39.4243555,-3.3963607,101.26,5.64307,2014-07-23
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,1005.57,2.104,,,1051.05854195,,G5 III,4734,11.21,1.23,39.4243555,-3.3963607,101.26,5.64307,2023-09-19
91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,Lick Observatory,181.4,0.7,,,1017,,K0 III,4665,11,1.4,348.9745031,-9.0878076,44.0304,4.23946,2014-05-14
AB Aur b,AB Aur,1,1,Imaging,2022,Subaru Telescope,,93.9,,,2860.455663,,,9770,,2.4,73.9410446,30.5510888,162.127,7.076,2022-04-12
AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,,260,,,4290.5,,K2 V,,,,94.8039208,-58.0541184,50.0475,9.13,2014-05-14
AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,9060,9.3,,,1366.6621501,,F8 V,6140,,1.13,81.7699216,-11.9011752,26.8564,6.332,2023-02-25
AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,7520,7.99,,,1664.46736746,1400,F8 V,6100,1.25,1.201,81.7699216,-11.9011752,26.8564,6.332,2023-02-25
AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,8030,8.4,,,1017.0509024,,F8 V,6130,1.25,1.2,81.7699216,-11.9011752,26.8564,6.332,2023-06-12
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,,,,11.7,,,3700,0.75,0.5,311.2911369,-31.34245,9.7221,8.81,2022-05-09
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,0.066,4.203375,0.375,57.2094,,,3700,0.75,0.5,311.2911369,-31.34245,9.7221,8.81,2020-06-24
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,,,,,,,,,,311.2911369,-31.34245,9.7221,8.81,2023-05-03
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.463,0.0645,4.07,0.3631017,17,593,,3700,0.75,0.5,311.2911369,-31.34245,9.7221,8.81,2021-08-09
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46321,,,,17.1,,M1,3700,0.75,0.5,311.2911369,-31.34245,9.7221,8.81,2022-01-31
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4631427,,,,10.2,,,3665,0.82,0.6,311.2911369,-31.34245,9.7221,8.81,2023-10-21
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4630004,0.0644,4.19,0.37380741,,,,,0.75,,311.2911369,-31.34245,9.7221,8.81,2022-05-09
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,,4.02692583,0.35925888,,754.62,,3588,0.698009,,311.2911369,-31.34245,9.7221,8.81,2022-08-10
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.46308,0.0649,3.95677019,0.353,,600,,3678,0.744,0.51,311.2911369,-31.34245,9.7221,8.81,2024-09-28
AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.4629991,0.0645,,,20.12,,,,,0.5,311.2911369,-31.34245,9.7221,8.81,2022-05-09
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859019,0.1101,3.24,0.28905394,13.6,454,,3700,0.75,0.5,311.2911369,-31.34245,9.7221,8.81,2021-08-10
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85969,0.1108,2.52202066,0.225,,459,,3678,0.744,0.51,311.2911369,-31.34245,9.7221,8.81,2024-09-28
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.859019,,,,22.2,,,3700,0.75,0.5,311.2911369,-31.34245,9.7221,8.81,2022-05-09
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.858982,0.11,2.79,0.24890756,,,,,0.75,,311.2911369,-31.34245,9.7221,8.81,2022-05-09
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.85882,,,,14.2,,,3665,0.82,0.6,311.2911369,-31.34245,9.7221,8.81,2023-10-21
AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.858991,0.1101,,,9.6,,,,,0.5,311.2911369,-31.34245,9.7221,8.81,2022-05-09
AU Mic d,AU Mic,1,3,Transit Timing Variations,2023,Multiple Observatories,12.73596,,,,1.053,,,3678,0.744,0.51,311.2911369,-31.34245,9.7221,8.81,2024-10-03
BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,481.9,1.3,,,2034.112,,,4095,32.35,1.14,177.5647268,2.7601075,1070.63,9.577,2017-06-15
BD+05 4868 A b,BD+05 4868 A,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),1.271869,0.0208,,,6.2,1820,K V,4596,0.69,0.7,326.8614036,6.6053185,43.5687,10.158,2025-03-21
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,268.94,0.78,,,330.5432,,,4864,0.86,0.49,318.4010002,14.6893834,49.352,9.78,2018-09-06
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,268.94,0.777,,,467.19,,K2 V,5008,0.95,0.86,318.4010002,14.6893834,49.352,9.78,2014-05-14
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,153.22,0.576,,,337.21763,,,4649,8.95,1.08,176.4820239,14.6163182,768.045,10.41,2016-02-04
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,137.48,0.539,,,352.78,,K0,4796,14.7,1.1,240.09564,15.5467507,426.42,9.01,2014-05-14
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,379.63,1.45,,,6807.63,,K2 II,4137,49,2.8,154.186782,19.8912626,1539.71,9.743,2014-05-14
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,379.63,1.05,,,17668.1697,,,4259,71.02,10.83,154.186782,19.8912626,1539.71,9.743,2018-09-06
BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,621.99,2.01,,,3963.17,,K2 II,4137,49,2.8,154.186782,19.8912626,1539.71,9.743,2014-05-14
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,578.2,1.3,,,1334.886,,K5 III,4296,17.3,0.8,25.9203179,21.0052692,1322.51,9.367,2015-09-18
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,41.6855,,2.57807,0.23,22.2481,,,5766,1.08,1.67,53.6511231,20.5990205,179.461,10.849,2018-04-26
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,41.6855,0.241,2.23,0.19894727,16.3,546,G,5766,0.928,0.961,53.6511231,20.5990205,179.461,10.849,2016-07-28
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,41.688644,,2.35545351,0.21013949,,,,5703,0.956122,0.963861,53.6511231,20.5990205,179.461,10.849,2018-02-15
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,Haute-Provence Observatory,307.88,0.83,,,432.24663352,,K1,5004,,0.81,32.9470485,45.9242187,53.622,9.67,2021-05-28
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,392.6,1,,,289.2253,,K0 III,4414,11,0.74,40.7102869,49.5869395,871.493,9.139,2015-08-13
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,733,1.7,,,540.311,,,4534,10.33,1.09,40.7425426,48.9300579,666.589,8.69,2018-02-01
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,2590,4.2,,,508.5,,K0,4943,7.6,1.52,45.6406187,49.7299481,442.042,9.381,2015-02-05
BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,Haute-Provence Observatory,265.59,0.78,,,228.83645304,,K3,5012,,0.909,23.9636676,56.6982282,52.5697,9.38,2021-05-28
BD+60 1417 b,BD+60 1417,1,1,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,,1662,14.68376472,1.31,4767.426105,1303,K0,4993,0.797,1,190.8875453,60.0143636,44.9543,9.374,2022-01-10
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,1230,2.115,,,3305.4154328,,K0,5000,,0.816,271.3979337,63.6700064,38.0473,8.96,2023-06-12
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,1198.48,2.06,,,1258.60049172,,K0,5000,,0.816,271.3979337,63.6700064,38.0473,8.96,2021-05-28
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,3.8728,0.0428,,,8.5,,K7/M0 V,4324,,0.7,88.2511811,-5.9963378,20.2695,9.7,2014-05-14
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,125.94,0.435,,,53,,K7/M0 V,4324,,0.7,88.2511811,-5.9963378,20.2695,9.7,2014-05-14
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,5.6,0.06,,,12.7132,,,4816,0.71,0.5,150.1971964,-9.5165689,41.3342,9.86,2018-09-06
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,5.6,0.056,,,14.4,,K3 V,4746,,0.74,150.1971964,-9.5165689,41.3342,9.86,2014-05-14
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,237.6,0.68,,,104,,K3 V,4746,,0.74,150.1971964,-9.5165689,41.3342,9.86,2014-05-14
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.48777,0.04,,,187.5197,,,5393,0.91,1.47,164.6191243,-10.7704227,84.4069,10.013,2018-09-06
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.48777,0.0452,,,145.56,,,5393,,1.01,164.6191243,-10.7704227,84.4069,10.013,2014-08-27
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.487905,0.045,,,142.70495474,,,5382.64,0.969745,0.999531,164.6191243,-10.7704227,84.4069,10.013,2022-05-09
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,3.487,0.046,,,152.55,,K0 V,5400,,1.1,164.6191243,-10.7704227,84.4069,10.013,2014-08-27
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,1667,2.28,,,168.44,,K7 V,4475,0.52,0.571,278.3688659,-11.6370481,27.1665,10.03,2015-01-08
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,1634,2.36,,,206.5895,,,4550,0.639,0.651,278.3688659,-11.6370481,27.1665,10.03,2020-07-23
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,74.2,0.3,,,15.37,,,4550,0.639,0.651,278.3688659,-11.6370481,27.1665,10.03,2020-07-23
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,714.3,2.1,,,3368.998,,,,,2.4,114.2884692,-13.9066703,925.214,10.038,2015-05-14
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,714.29999,1.66,,,3108.3774,,,4545,19.17,2.12,114.2884692,-13.9066703,925.214,10.038,2018-09-06
BD-14 3065 b,BD-14 3065 A,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.2889696,,20.7112,1.84773268,,1404,,6736.9,2.61,,153.6696689,-15.6428372,589.423,11.1,2024-08-30
BD-14 3065 b,BD-14 3065 A,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.2889731,0.0656,21.59,1.926,3932,2001,,6935,2.35,1.41,153.6696689,-15.6428372,589.423,11.1,2024-06-25
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.59998,1.34,,,905.8155,,,4665,0.74,0.31,7.1413494,-16.2273254,34.4603,9.62,2018-09-06
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,649,,,,1366.6621501,,,,,,7.1413494,-16.2273254,34.4603,9.62,2024-09-16
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.6,1.34,,,1620.9,,K5 V,4714,0.69,0.74,7.1413494,-16.2273254,34.4603,9.62,2014-05-14
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.57,,,,1639.99458012,,,,,0.741,7.1413494,-16.2273254,34.4603,9.62,2024-09-13
BD-210397 b,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,1891,2.63,,,214,,K7 V,4051,0.747,0.679,33.3024198,-21.1962147,23.7324,9.84,2023-06-27
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,6240,5.9,,,1525.5763536,,K7 V,,,0.69,33.3024198,-21.1962147,23.7324,9.84,2023-09-05
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,6360,5.9,,,759,,K7 V,4051,0.747,0.679,33.3024198,-21.1962147,23.7324,9.84,2023-06-27
Barnard b,Barnard's star,1,4,Radial Velocity,2024,Paranal Observatory,3.1533,0.02294,,,0.37,400,M3.5-4 V,3195,0.185,0.162,269.4486144,4.7379808,1.82655,9.54,2024-10-07
Barnard b,Barnard's star,1,4,Radial Velocity,2024,Paranal Observatory,3.1542,0.0229,,,0.299,438,M3.5-4 V,3195,0.185,0.162,269.4486144,4.7379808,1.82655,9.54,2025-03-10
Barnard c,Barnard's star,1,4,Radial Velocity,2025,Gemini Observatory,4.1244,0.0274,,,0.335,400,M3.5-4 V,3195,0.185,0.162,269.4486144,4.7379808,1.82655,9.54,2025-03-10
Barnard d,Barnard's star,1,4,Radial Velocity,2025,Gemini Observatory,2.3402,0.0188,,,0.263,483,M3.5-4 V,3195,0.185,0.162,269.4486144,4.7379808,1.82655,9.54,2025-03-10
Barnard e,Barnard's star,1,4,Radial Velocity,2025,Gemini Observatory,6.7392,0.0381,,,0.193,340,M3.5-4 V,3195,0.185,0.162,269.4486144,4.7379808,1.82655,9.54,2025-03-10
CD Cet b,CD Cet,1,1,Radial Velocity,2020,Calar Alto Observatory,2.2907,0.0185,,,3.95,464,M5.0 V,3130,0.175,0.161,48.3530155,4.7751881,8.60715,13.95,2021-11-02
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,10037.5,2.6,,,3337.1,370,,580.5,,0.021,224.6208333,10.2286111,,,2014-05-14
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Hubble Space Telescope,8040000,200,20.8487041,1.86,2479.0615746,1800,M9-L1,2320,0.245,0.0147,246.934277,-23.98115,,,2021-05-17
CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,,210,,,3994.486,,M3.5,,,0.35,166.6193985,-77.6258725,190.374,,2014-05-14
CI Tau c,CI Tau,1,1,Radial Velocity,2024,Multiple Observatories,25.2,0.17,,,1144.1822652,,,,,,68.4667685,22.8416192,157.998,13.642,2024-04-05
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),,,12.44196858,1.11,2542.627256,,M3 V,3406,0.388,0.37,117.300914,-76.702696,10.8864,11.298,2024-11-04
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000,7506,12.44196858,1.11,2002.3189641,434,M3 V,3406,0.388,0.37,117.300914,-76.702696,10.8864,11.298,2021-08-16
CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,,440,24.66,2.2,5403,2600,,,,,166.0375038,-76.4553693,190.72,12.335,2014-05-14
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.508976552,0.0259,15.91678,1.42,340.0781,1834,,5950,,,102.0798591,-3.1021394,787.909,13.623,2016-03-31
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089686,0.02536,17.385159,1.551,327.3649,1915,,5950,1.131,0.95,102.0798591,-3.1021394,787.909,13.623,2016-01-14
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089557,0.0261,16.58932,1.48,359.1479,,,5950,1.14,1.03,102.0798591,-3.1021394,787.909,13.623,2019-10-24
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089682,0.02752,19.223435,1.715,390.9309,,,6298,1.23,1.22,102.0798591,-3.1021394,787.909,13.623,2019-03-21
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089635,,20.5944,1.83731247,,2036,,5950,1.29,,102.0798591,-3.1021394,787.909,13.623,2022-08-08
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.508968772,,,,,,,,,,102.0798591,-3.1021394,787.909,13.623,2022-10-18
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.5089557,,16.7,1.49,327.35,1898,G0 V,5950,1.11,0.95,102.0798591,-3.1021394,787.909,13.623,2014-05-14
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.2406,0.1055,10.87,0.97,874,600,K1 V,5075,0.79,0.89,291.0636813,0.7460143,338.386,15.293,2014-05-14
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.2406,0.1055,10.87273,0.97,867.6759,,,5075,0.79,0.89,291.0636813,0.7460143,338.386,15.293,2019-03-21
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.2406,0.106,10.547669,0.941,883.5674,647,,5075,0.743,0.904,291.0636813,0.7460143,338.386,15.293,2016-01-14
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.23412611048,,7.38532555,0.65887575,,510.96,,5025,0.548929,,291.0636813,0.7460143,338.386,15.293,2024-11-20
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99427803,,,,,,F6 V,6440,1.37,1.27,280.6872998,5.9376586,655.037,12.897,2024-03-04
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.994325,0.04407,16.02887,1.43,832.7146,,,6440,1.37,1.27,280.6872998,5.9376586,655.037,12.897,2019-03-21
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99433,0.044,15.984034,1.426,743.7222,1735,,6440,1.374,1.26,280.6872998,5.9376586,655.037,12.897,2016-01-14
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99328197444,,21.74555811,1.94001209,,1681.79,,6343,1.58601,,280.6872998,5.9376586,655.037,12.897,2024-10-14
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.994325,0.04351,15.58051,1.39,791.3967,1715,,,1.33,1.23,280.6872998,5.9376586,655.037,12.897,2019-10-24
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99433,0.0436,16.03,1.43,740.51,1657,F6 V,6440,1.37,1.27,280.6872998,5.9376586,655.037,12.897,2014-05-14
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,,,,,,,,6343,1.36,1.56,280.6872998,5.9376586,655.037,12.897,2014-08-21
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82805268,0.0392,15.064896,1.344,277.46559,1417,,,1.049,1,100.7656871,-1.2964437,1126.37,15.588,2019-10-10
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828042,0.0394,15.13215,1.35,281.91521,1410,,5675,1.046,1.018,100.7656871,-1.2964437,1126.37,15.588,2016-01-14
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82803914989,,17.76037065,1.58447687,,1293.28,,5675,1.03674,,100.7656871,-1.2964437,1126.37,15.588,2022-08-08
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828042,0.04013,16.14096,1.44,290.81445,,,5675,1.116,1.078,100.7656871,-1.2964437,1126.37,15.588,2019-03-21
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828041,,,,,,,5675,1.116,1.078,100.7656871,-1.2964437,1126.37,15.588,2022-05-03
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.828042,0.04016,16.14,1.44,291.438,1442,,5675,1.116,1.078,100.7656871,-1.2964437,1126.37,15.588,2014-05-14
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519,0.051,14.033668,1.252,416.99296,1432,,5945,1.274,1.086,102.7211432,-5.0864557,1148.93,15.005,2016-01-14
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03515,,,,,,G0 V,5945,1.01,1.09,102.7211432,-5.0864557,1148.93,15.005,2022-05-03
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519,0.051,9.92,0.885,415.704,1700,G0 V,5945,1.01,1.09,102.7211432,-5.0864557,1148.93,15.005,2014-05-14
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519,0.05107,9.919965,0.885,423.03173,,,5945,1.01,1.09,102.7211432,-5.0864557,1148.93,15.005,2019-03-21
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03504443843,,12.53306062,1.1181267,,1233.17,,5945,1.13707,,102.7211432,-5.0864557,1148.93,15.005,2022-08-09
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214,0.02687,11.410762,1.018,2437.7561,1936,,6035,1.19,1.125,103.4242023,-5.5360385,1744.6,15.932,2016-01-14
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214,0.02691,12.21781,1.09,2358.2986,,,6040,1.21,1.13,103.4242023,-5.5360385,1744.6,15.932,2019-03-21
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214,0.027,12.22,1.09,2415.4,1952,F9 V,6035,1.21,1.13,103.4242023,-5.5360385,1744.6,15.932,2014-05-14
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,5.35227,0.0618,13.11,1.17,170.032,,G5 V,5650,1.19,1.098,278.5246658,-6.0026026,732.409,16.052,2014-05-14
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,5.35227,0.0618,13.11453,1.17,168.13207,,,5650,1.19,1.098,278.5246658,-6.0026026,732.409,16.052,2019-03-21
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.7681,0.0461,11.43,1.02,772.29,1626,G2 V,5740,1.59,1.04,278.699236,-6.612288,1176.12,16.29,2014-05-14
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.7681,0.0481,11.287463,1.007,781.8618,1610,,5740,1.62,1.043,278.699236,-6.612288,1176.12,16.29,2016-01-14
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.7681,0.0481,11.43318,1.02,765.9703,,,5740,1.59,1.04,278.699236,-6.612288,1176.12,16.29,2019-03-21
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000693,0.0295,14.68,1.31,1102.82,1550,G9 V,5440,1,0.95,98.1724172,-0.0316045,764.889,14.868,2014-05-14
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000769,,,,,,G9 V,5440,1,0.95,98.1724172,-0.0316045,764.889,14.868,2022-05-03
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.9000693,0.0286,14.022459,1.251,1039.3041,1490,,5440,0.924,0.861,98.1724172,-0.0316045,764.889,14.868,2016-01-14
